big_clustering_00000000,1
big_clustering_00000001,2
big_clustering_00000002,1
big_clustering_00000003,3
big_clustering_00000004,1
big_clustering_00000005,1
big_clustering_00000006,3
big_clustering_00000007,1
big_clustering_00000008,4
big_clustering_00000009,5
big_clustering_00000010,1
big_clustering_00000011,1
big_clustering_00000012,6
big_clustering_00000013,1
big_clustering_00000014,1
big_clustering_00000015,3
big_clustering_00000016,1
big_clustering_00000017,5
big_clustering_00000018,1
big_clustering_00000019,1
big_clustering_00000020,1
big_clustering_00000021,1
big_clustering_00000022,1
big_clustering_00000023,3
big_clustering_00000024,3
big_clustering_00000025,1
big_clustering_00000026,1
big_clustering_00000027,1
big_clustering_00000028,1
big_clustering_00000029,1
big_clustering_00000030,1
big_clustering_00000031,1
big_clustering_00000032,1
big_clustering_00000033,1
big_clustering_00000034,1
big_clustering_00000035,1
big_clustering_00000036,1
big_clustering_00000037,1
big_clustering_00000038,1
big_clustering_00000039,1
big_clustering_00000040,1
big_clustering_00000041,1
big_clustering_00000042,1
big_clustering_00000043,1
big_clustering_00000044,1
big_clustering_00000045,1
big_clustering_00000046,1
big_clustering_00000047,1
big_clustering_00000048,1
big_clustering_00000049,1
big_clustering_00000050,1
big_clustering_00000051,1
big_clustering_00000052,1
big_clustering_00000053,1
big_clustering_00000054,1
big_clustering_00000055,1
big_clustering_00000056,1
big_clustering_00000057,1
big_clustering_00000058,1
big_clustering_00000059,1
big_clustering_00000060,1
big_clustering_00000061,1
big_clustering_00000062,1
big_clustering_00000063,1
big_clustering_00000064,1
big_clustering_00000065,1
big_clustering_00000066,1
big_clustering_00000067,1
big_clustering_00000068,1
big_clustering_00000069,1
big_clustering_00000070,1
big_clustering_00000071,1
big_clustering_00000072,1
big_clustering_00000073,1
big_clustering_00000074,1
big_clustering_00000075,1
big_clustering_00000076,1
big_clustering_00000077,1
big_clustering_00000078,1
big_clustering_00000079,1
big_clustering_00000080,1
big_clustering_00000081,1
big_clustering_00000082,1
big_clustering_00000083,1
big_clustering_00000084,1
big_clustering_00000085,1
big_clustering_00000086,1
big_clustering_00000087,1
big_clustering_00000088,1
big_clustering_00000089,1
big_clustering_00000090,1
big_clustering_00000091,1
big_clustering_00000092,1
big_clustering_00000093,1
big_clustering_00000094,1
big_clustering_00000095,1
big_clustering_00000096,1
big_clustering_00000097,1
big_clustering_00000098,1
big_clustering_00000099,1
big_clustering_00000100,1
big_clustering_00000101,1
big_clustering_00000102,1
big_clustering_00000103,1
big_clustering_00000104,1
big_clustering_00000105,1
big_clustering_00000106,1
big_clustering_00000107,1
big_clustering_00000108,1
big_clustering_00000109,1
big_clustering_00000110,1
big_clustering_00000111,1
big_clustering_00000112,3
big_clustering_00000113,1
big_clustering_00000114,1
big_clustering_00000115,1
big_clustering_00000116,1
big_clustering_00000117,1
big_clustering_00000118,1
big_clustering_00000119,1
big_clustering_00000120,1
big_clustering_00000121,1
big_clustering_00000122,1
big_clustering_00000123,1
big_clustering_00000124,3
big_clustering_00000125,1
big_clustering_00000126,1
big_clustering_00000127,1
big_clustering_00000128,1
big_clustering_00000129,1
big_clustering_00000130,1
big_clustering_00000131,1
big_clustering_00000132,1
big_clustering_00000133,1
big_clustering_00000134,1
big_clustering_00000135,1
big_clustering_00000136,1
