24,126
25,126
17,35
24,126
14,70
65,126
13,70
9,35
1,5
1,15
0,15
1,1
0,126
6,15
3,5
15,70
5,15
8,15
1,1
28,35
0,5
0,1
0,1
12,15
13,126
20,126
60,126
22,35
0,1
0,35
0,5
24,70
33,70
0,5
19,70
0,5
0,1
9,15
2,5
0,1
0,35
10,35
26,35
8,35
49,126
4,15
13,35
0,1
10,35
7,35
3,5
12,35
15,35
9,70
18,126
18,126
18,126
22,126
22,126
18,126
18,126
18,126
20,126
3,35
18,126
18,126
18,126
18,126
18,126
23,126
18,126
18,126
18,126
18,126
10,70
18,126
23,126
18,126
18,126
15,126
10,70
20,126
18,126
18,126
43,126
17,126
0,1
44,126
18,126
18,126
7,126
18,126
18,126
18,126
18,126
22,126
14,35
0,35
2,5
0,1
33,70
12,15
9,15
2,5
0,1
2,35
64,126
65,70
6,15
27,70
14,70
4,70
3,35
6,15
29,70
0,35
50,70
0,1
3,15
9,15
12,15
24,70
12,70
12,35
12,70
0,1
0,15
23,126
114,126
0,1
17,70
23,70
3,15
0,5
0,1
0,1
0,1
14,70
0,5
0,35
3,15
10,35
5,15
12,15
110,126
63,126
52,70
20,35
28,35
87,126
5,15
0,1
6,15
13,126
0,1
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
0,126
12,35
6,15
6,15
12,35
12,35
6,15
6,15
1,1
0,70
2,15
1,5
0,15
12,35
12,35
6,35
12,35
12,35
12,35
1,35
5,70
0,1
6,15
0,1
0,1
27,70
13,70
1,5
5,5
0,1
0,1
6,35
6,15
9,70
10,70
9,70
9,70
9,70
9,70
9,70
9,70
9,70
9,70
9,70
9,70
9,70
9,70
31,70
17,70
4,35
9,70
9,70
9,70
9,70
9,70
9,70
9,70
9,70
5,70
9,70
9,70
9,70
17,70
9,70
31,70
9,70
9,70
9,70
9,70
9,70
9,70
9,70
9,70
9,70
31,70
9,70
9,70
9,70
5,70
9,70
9,70
17,70
5,70
9,70
6,70
9,70
9,70
9,70
9,70
9,70
5,70
0,5
0,1
0,5
9,15
0,1
0,5
33,70
1,1
12,15
31,35
15,35
0,5
4,35
6,15
4,15
0,1
9,35
14,35
6,70
3,15
1,5
3,5
20,70
5,15
6,15
0,5
6,35
1,1
2,35
9,15
6,15
2,15
8,35
1,5
0,35
1,5
2,5
3,15
9,70
15,70
6,70
10,70
10,70
10,70
10,70
10,70
10,70
10,70
10,70
10,70
9,70
10,35
15,70
15,70
15,70
15,70
10,70
4,70
15,70
10,70
10,70
15,70
10,70
10,70
10,70
18,70
15,70
3,35
12,35
4,35
12,15
9,15
1,1
0,5
0,1
0,1
5,5
3,5
0,1
0,5
9,15
3,15
3,15
0,15
9,15
3,5
5,35
5,35
2,15
0,1
5,35
0,15
5,15
6,15
16,35
0,5
0,5
1,35
1,1
1,15
0,5
0,15
2,5
0,1
0,1
1,15
0,1
0,1
65,70
4,35
28,35
0,1
0,1
0,70
49,70
4,15
12,15
31,35
47,70
44,70
9,15
0,5
0,70
0,70
0,70
0,70
0,70
0,70
0,70
0,70
15,35
2,5
15,35
20,35
18,70
1,5
16,35
6,15
6,15
12,35
12,35
6,15
5,15
40,70
19,35
18,70
1,1
8,35
0,5
12,35
6,15
12,35
19,35
20,35
22,35
0,35
0,70
0,35
0,70
0,70
0,70
0,70
0,70
0,70
0,70
0,70
18,70
3,15
12,35
0,5
3,5
1,1
2,35
0,1
6,15
0,15
5,35
17,35
17,35
9,15
0,5
17,35
17,35
17,35
17,35
17,35
17,35
17,35
17,35
17,35
5,35
17,35
0,35
17,35
17,35
17,35
17,35
3,35
17,35
16,35
17,35
17,35
6,15
0,1
8,15
7,15
1,5
19,35
1,15
1,5
0,15
12,15
0,1
0,1
2,5
0,1
0,1
20,35
0,1
0,1
1,5
6,15
6,15
12,35
3,35
6,15
3,15
12,15
0,35
1,1
1,5
1,15
12,15
0,1
4,15
2,15
6,15
0,1
0,35
0,15
31,35
10,15
3,5
1,5
1,5
0,35
0,5
6,15
2,35
0,5
1,5
2,5
15,35
7,35
10,35
10,35
10,35
10,35
10,35
7,35
0,35
0,35
8,15
1,5
2,5
0,1
31,35
0,1
0,1
0,1
12,15
0,5
12,15
0,1
12,15
15,35
0,1
2,15
0,5
0,1
0,1
0,15
0,1
1,15
2,5
12,15
0,5
0,15
1,15
0,15
4,35
0,15
0,35
3,35
1,15
2,15
3,15
1,15
1,15
23,35
1,15
0,5
0,5
0,1
0,1
12,15
0,1
0,15
0,15
0,15
